order_id,customer_id,customer_name,restaurant_name,food_item,food_category,quantity,unit_price,total_amount,order_date,order_time,delivery_time_minutes,city,customer_rating,payment_method,delivery_status
65,1265,Nilesh Patil,KFC,Chicken Popcorn,Fast Food,3,210.0,630.0,2025-10-03,20:10:00,36,Nagpur,4.3,UPI,Delivered
66,1266,Priyanka Shah,Dominos,Mexican Green Wave,Pizza,1,440.0,440.0,2025-10-04,21:00:00,28,mumbai,4.7,Card,Delivered
67,1267,Harshal More,Subway,Paneer Tikka Sandwich,Healthy,2,260.0,520.0,2025-10-05,13:30:00,25,Thane,4.6,UPI,Delivered
68,1268,Monika Patil,Burger King,Cheese Burger,Burger,2,195.0,390.0,2025-10-06,15:45:00,28,Mumbai,4.1,Cash,Delivered
69,1269,Deepali Shah,Pizza Hut,Veg Feast Pizza,Pizza,2,370.0,740.0,2025-10-07,18:40:00,35,Pune,4.8,UPI,Delivered
70,1270,Sachin More,KFC,Chicken Burger,Burger,2,255.0,510.0,2025-10-08,19:50:00,32,Nashik,4.4,Card,Delivered
71,1271,Bhakti Patil,McDonalds,French Fries,Snacks,4,90.0,360.0,2025-10-09,17:00:00,20,Nagpur,4.0,Unknown,Delivered
72,1272,Aniket Shah,Dominos,Veg Extravaganza,Pizza,1,490.0,490.0,2025-10-10,20:20:00,29,Thane,4.7,UPI,Delivered
73,1273,Rohini More,Subway,Corn Sandwich,Healthy,2,220.0,440.0,2025-10-11,13:10:00,23,Mumbai,4.5,Card,Delivered
74,1274,Gaurav Patil,Burger King,King Burger,Burger,1,305.0,305.0,2025-10-12,15:15:00,30,Pune,4.3,Cash,Delivered
75,1275,Pallavi Shah,Pizza Hut,Margherita Pizza,Pizza,2,295.0,590.0,2025-10-13,18:30:00,33,Nashik,4.6,UPI,Delivered
76,1276,Rahul Patil,Pizza Hut,Veg Pizza,Pizza,2,260.0,520.0,2025-09-19,18:20:00,34,Mumbai,4.5,UPI,Delivered
77,1277,Yash More,KFC,Hot Wings,Fast Food,2,295.0,590.0,2025-10-14,19:45:00,37,Nagpur,4.4,Card,Delivered
78,1278,Reshma Patil,Dominos,Cheese Burst Pizza,Pizza,1,520.0,520.0,2025-10-15,20:25:00,28,Thane,4.9,UPI,Delivered
79,1279,Ajay Shah,Subway,Veggie Delight,Healthy,2,240.0,480.0,2025-10-16,13:20:00,24,Mumbai,4.3,Cash,Delivered
80,1280,Vaibhavi More,Burger King,Veg Whopper,Burger,1,250.0,250.0,2025-10-17,15:50:00,27,Pune,4.2,Card,Delivered
81,1281,Megha Patil,Pizza Hut,Loaded Veg Pizza,Pizza,2,410.0,820.0,2025-10-18,18:45:00,36,Nashik,4.8,UPI,Delivered
82,1282,Omkar Shah,KFC,Chicken Strips,Fast Food,2,250.0,500.0,2025-10-19,19:35:00,35,Nagpur,4.3,Cash,Delivered
83,1283,Nikita More,Dominos,Paneer Makhani Pizza,Pizza,1,425.0,425.0,2025-10-20,20:10:00,29,Thane,4.7,Card,Delivered
84,1284,Rakesh Patil,McDonalds,McChicken,Burger,2,225.0,450.0,2025-10-21,16:25:00,22,Mumbai,4.5,UPI,Delivered
85,1285,Kajal Shah,Subway,Cheese Sandwich,Healthy,2,245.0,490.0,2025-10-22,13:35:00,24,Pune,4.4,Cash,Delivered
86,1286,Pratik More,Pizza Hut,Paneer Pizza,Pizza,1,345.0,345.0,2025-10-23,18:20:00,35,MUMBAI,4.6,Card,Delivered
87,1287,Rutuja Patil,KFC,Chicken Bucket,Fast Food,1,740.0,740.0,2025-10-24,20:20:00,42,Nashik,4.6,UPI,Delivered
88,1288,Sanket Shah,Dominos,Deluxe Veggie Pizza,Pizza,1,460.0,460.0,2025-10-25,19:05:00,28,Nagpur,4.8,Cash,Delivered
89,1289,Pooja More,Burger King,Crispy Veg Burger,Burger,2,195.0,390.0,2025-10-26,15:25:00,27,Thane,4.1,Card,Delivered
90,1290,Tejas Patil,Subway,Paneer Sandwich,Healthy,2,250.0,500.0,2025-10-27,13:30:00,24,Mumbai,4.5,UPI,Delivered
91,1291,Anjali Shah,Pizza Hut,Cheese Pizza,Pizza,2,330.0,660.0,2025-10-28,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
92,1292,Manish More,KFC,Chicken Popcorn,Fast Food,3,225.0,675.0,2025-10-29,19:50:00,36,Nashik,4.4,Card,Delivered
93,1293,Sneha Patil,Dominos,Farmhouse Pizza,Pizza,1,455.0,455.0,2025-10-30,20:15:00,29,Nagpur,4.6,UPI,Delivered
94,1294,Abhishek Shah,McDonalds,McVeggie,Burger,3,135.0,405.0,2025-10-31,17:05:00,21,Thane,4.2,Cash,Delivered
95,1295,Priya More,Subway,Veg Sandwich,Healthy,2,230.0,460.0,2025-11-01,13:10:00,23,Mumbai,4.3,Card,Delivered
96,1296,Kiran Patil,Burger King,Whopper,Burger,1,285.0,285.0,2025-11-02,15:40:00,30,Pune,4.6,UPI,Delivered
97,1297,Monika Shah,Pizza Hut,Veggie Paradise Pizza,Pizza,2,375.0,750.0,2025-11-03,18:40:00,35,Nashik,4.8,Cash,Delivered
98,1298,Harshal Patil,KFC,Hot Crispy Chicken,Fast Food,2,325.0,650.0,2025-11-04,19:55:00,39,Nagpur,4.5,Card,Delivered
99,1299,Deepali More,Dominos,Cheese n Corn Pizza,Pizza,1,375.0,375.0,2025-11-05,20:25:00,28,Thane,4.5,UPI,Delivered
100,1300,Akash Shah,McDonalds,French Fries,Snacks,4,95.0,380.0,2025-11-06,17:15:00,20,Mumbai,4.1,Cash,Delivered
101,1301,Rahul Kulkarni,Pizza Hut,Veg Pizza,Pizza,2,265.0,530.0,2025-11-07,18:20:00,34,Mumbai,4.5,UPI,Delivered
102,1302,Sneha Jadhav,Dominos,Farmhouse Pizza,Pizza,1,465.0,465.0,2025-11-08,19:10:00,28,Pune,4.8,Card,Delivered
103,1303,Amit Patil,KFC,Chicken Bucket,Fast Food,1,680.0,680.0,2025-11-09,20:15:00,41,Nashik,4.3,Cash,Delivered
104,1304,Pooja Shah,McDonalds,French Fries,Snacks,3,95.0,285.0,2025-11-10,17:30:00,21,Nagpur,4.1,UPI,Delivered
105,1305,Rohan More,Subway,Paneer Sandwich,Healthy,2,245.0,490.0,2025-11-11,13:35:00,24,Thane,4.6,Card,Delivered
106,1306,Kiran Patil,Burger King,Veg Burger,Burger,2,185.0,370.0,2025-11-12,15:20:00,28,Mumbai,4.0,Cash,Delivered
107,1307,Neha Shah,Pizza Hut,Paneer Pizza,Pizza,1,335.0,335.0,2025-11-13,18:15:00,36,Pune,4.7,UPI,Delivered
108,1308,Sagar Kale,KFC,Chicken Wings,Fast Food,2,290.0,580.0,2025-11-14,19:40:00,38,Nashik,4.4,Card,Delivered
109,1309,Anjali More,Dominos,Peppy Paneer,Pizza,1,405.0,405.0,2025-11-15,20:00:00,29,Nagpur,4.6,UPI,Delivered
110,1310,Tejas Patil,Subway,Veg Sandwich,Healthy,2,230.0,460.0,2025-11-16,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
111,1311,Komal Shah,McDonalds,McVeggie,Burger,3,130.0,390.0,2025-11-17,16:20:00,21,Mumbai,4.2,UPI,Delivered
112,1312,Vikas More,Burger King,Whopper,Burger,1,285.0,285.0,2025-11-18,18:10:00,30,Pune,4.5,Card,Delivered
113,1313,Rutuja Patil,Pizza Hut,Cheese Pizza,Pizza,2,325.0,650.0,2025-11-19,19:20:00,34,Nashik,4.8,Cash,Delivered
114,1314,Nilesh Shah,KFC,Chicken Popcorn,Fast Food,3,215.0,645.0,2025-11-20,20:10:00,36,Nagpur,4.3,UPI,Delivered
115,1315,Priyanka More,Dominos,Mexican Green Wave,Pizza,1,445.0,445.0,2025-11-21,21:00:00,28,Mumbai,4.7,Card,Delivered
116,1316,Harshal Patil,Subway,Paneer Tikka Sandwich,Healthy,2,265.0,530.0,2025-11-22,13:30:00,25,Thane,4.6,UPI,Delivered
117,1317,Monika Shah,Burger King,Cheese Burger,Burger,2,200.0,400.0,2025-11-23,15:45:00,28,Mumbai,4.1,Cash,Delivered
118,1318,Deepali Patil,Pizza Hut,Veg Feast Pizza,Pizza,2,375.0,750.0,2025-11-24,18:40:00,35,Pune,4.8,UPI,Delivered
119,1319,Sachin More,KFC,Chicken Burger,Burger,2,260.0,520.0,2025-11-25,19:50:00,32,Nashik,4.4,Card,Delivered
120,1320,Bhakti Shah,McDonalds,French Fries,Snacks,4,95.0,380.0,2025-11-26,17:00:00,20,Nagpur,4.0,Unknown,Delivered
121,1321,Aniket Patil,Dominos,Veg Extravaganza,Pizza,1,495.0,495.0,2025-11-27,20:20:00,29,Thane,4.7,UPI,Delivered
122,1322,Rohini More,Subway,Corn Sandwich,Healthy,2,225.0,450.0,2025-11-28,13:10:00,23,Mumbai,4.5,Card,Delivered
123,1323,Gaurav Shah,Burger King,King Burger,Burger,1,310.0,310.0,2025-11-29,15:15:00,30,Pune,4.3,Cash,Delivered
124,1324,Pallavi Patil,Pizza Hut,Margherita Pizza,Pizza,2,300.0,600.0,2025-11-30,18:30:00,33,Nashik,4.6,UPI,Delivered
125,1325,Yash More,KFC,Hot Wings,Fast Food,2,300.0,600.0,2025-12-01,19:45:00,37,Nagpur,4.4,Card,Delivered
126,1326,Reshma Shah,Dominos,Cheese Burst Pizza,Pizza,1,525.0,525.0,2025-12-02,20:25:00,28,Thane,4.9,UPI,Delivered
127,1327,Ajay Patil,Subway,Veggie Delight,Healthy,2,245.0,490.0,2025-12-03,13:20:00,24,Mumbai,4.3,Cash,Delivered
128,1328,Vaibhavi More,Burger King,Veg Whopper,Burger,1,255.0,255.0,2025-12-04,15:50:00,27,Pune,4.2,Card,Delivered
129,1329,Megha Shah,Pizza Hut,Loaded Veg Pizza,Pizza,2,415.0,830.0,2025-12-05,18:45:00,36,Nashik,4.8,UPI,Delivered
130,1330,Omkar Patil,KFC,Chicken Strips,Fast Food,2,255.0,510.0,2025-12-06,19:35:00,35,Nagpur,4.3,Cash,Delivered
131,1331,Nikita More,Dominos,Paneer Makhani Pizza,Pizza,1,430.0,430.0,2025-12-07,20:10:00,29,Thane,4.7,Card,Delivered
132,1332,Rakesh Shah,McDonalds,McChicken,Burger,2,230.0,460.0,2025-12-08,16:25:00,22,Mumbai,4.5,UPI,Delivered
133,1333,Kajal Patil,Subway,Cheese Sandwich,Healthy,2,250.0,500.0,2025-12-09,13:35:00,24,Pune,4.4,Cash,Delivered
134,1334,Pratik More,Pizza Hut,Paneer Pizza,Pizza,1,350.0,350.0,2025-12-10,18:20:00,35,Mumbai,4.6,Card,Delivered
135,1335,Rutuja Shah,KFC,Chicken Bucket,Fast Food,1,750.0,750.0,2025-12-11,20:20:00,42,Nashik,4.6,UPI,Delivered
136,1336,Sanket Patil,Dominos,Deluxe Veggie Pizza,Pizza,1,465.0,465.0,2025-12-12,19:05:00,28,Nagpur,4.8,Cash,Delivered
137,1337,Pooja More,Burger King,Crispy Veg Burger,Burger,2,200.0,400.0,2025-12-13,15:25:00,27,Thane,4.1,Card,Delivered
138,1338,Tejas Shah,Subway,Paneer Sandwich,Healthy,2,255.0,510.0,2025-12-14,13:30:00,24,Mumbai,4.5,UPI,Delivered
139,1339,Anjali Patil,Pizza Hut,Cheese Pizza,Pizza,2,335.0,670.0,2025-12-15,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
140,1340,Manish More,KFC,Chicken Popcorn,Fast Food,3,230.0,690.0,2025-12-16,19:50:00,36,Nashik,4.4,Card,Delivered
141,1341,Sneha Shah,Dominos,Farmhouse Pizza,Pizza,1,460.0,460.0,2025-12-17,20:15:00,29,Nagpur,4.6,UPI,Delivered
142,1342,Abhishek Patil,McDonalds,McVeggie,Burger,3,140.0,420.0,2025-12-18,17:05:00,21,Thane,4.2,Cash,Delivered
143,1343,Priya More,Subway,Veg Sandwich,Healthy,2,235.0,470.0,2025-12-19,13:10:00,23,Mumbai,4.3,Card,Delivered
144,1344,Kiran Shah,Burger King,Whopper,Burger,1,290.0,290.0,2025-12-20,15:40:00,30,Pune,4.6,UPI,Delivered
145,1345,Monika Patil,Pizza Hut,Veggie Paradise Pizza,Pizza,2,380.0,760.0,2025-12-21,18:40:00,35,Nashik,4.8,Cash,Delivered
146,1346,Harshal More,KFC,Hot Crispy Chicken,Fast Food,2,330.0,660.0,2025-12-22,19:55:00,39,Nagpur,4.5,Card,Delivered
147,1347,Deepali Shah,Dominos,Cheese n Corn Pizza,Pizza,1,380.0,380.0,2025-12-23,20:25:00,28,Thane,4.5,UPI,Delivered
148,1348,Akash Patil,McDonalds,French Fries,Snacks,4,100.0,400.0,2025-12-24,17:15:00,20,Mumbai,4.1,Cash,Delivered
149,1349,Rohit More,Subway,Paneer Tikka Sandwich,Healthy,2,265.0,530.0,2025-12-25,13:25:00,24,Pune,4.7,Card,Delivered
150,1350,Neha Shah,Burger King,Cheese Burger,Burger,2,205.0,410.0,2025-12-26,15:35:00,28,Nashik,4.2,UPI,Delivered
151,1351,Rahul Jadhav,Pizza Hut,Veg Supreme Pizza,Pizza,2,385.0,770.0,2025-12-27,18:20:00,35,Mumbai,4.7,UPI,Delivered
152,1352,Sneha Patil,Dominos,Farmhouse Pizza,Pizza,1,470.0,470.0,2025-12-28,19:10:00,28,Pune,4.8,Card,Delivered
153,1353,Amit More,KFC,Chicken Bucket,Fast Food,1,760.0,760.0,2025-12-29,20:15:00,42,Nashik,4.5,Cash,Delivered
154,1354,Pooja Shah,McDonalds,French Fries,Snacks,4,95.0,380.0,2025-12-30,17:25:00,21,Nagpur,4.1,UPI,Delivered
155,1355,Rohan Patil,Subway,Paneer Sandwich,Healthy,2,250.0,500.0,2025-12-31,13:30:00,24,Thane,4.6,Card,Delivered
156,1356,Kiran More,Burger King,Veg Burger,Burger,2,190.0,380.0,2026-01-01,15:20:00,28,Mumbai,4.0,Cash,Delivered
157,1357,Neha Jadhav,Pizza Hut,Paneer Pizza,Pizza,1,340.0,340.0,2026-01-02,18:15:00,36,Pune,4.7,UPI,Delivered
158,1358,Sagar Shah,KFC,Chicken Wings,Fast Food,2,295.0,590.0,2026-01-03,19:40:00,38,Nashik,4.4,Card,Delivered
159,1359,Anjali Patil,Dominos,Peppy Paneer,Pizza,1,410.0,410.0,2026-01-04,20:00:00,29,Nagpur,4.6,UPI,Delivered
160,1360,Tejas More,Subway,Veg Sandwich,Healthy,2,235.0,470.0,2026-01-05,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
161,1361,Komal Shah,McDonalds,McVeggie,Burger,3,135.0,405.0,2026-01-06,16:20:00,21,Mumbai,4.2,UPI,Delivered
162,1362,Vikas Patil,Burger King,Whopper,Burger,1,290.0,290.0,2026-01-07,18:10:00,30,Pune,4.5,Card,Delivered
163,1363,Rutuja More,Pizza Hut,Cheese Pizza,Pizza,2,330.0,660.0,2026-01-08,19:20:00,34,Nashik,4.8,Cash,Delivered
164,1364,Nilesh Patil,KFC,Chicken Popcorn,Fast Food,3,220.0,660.0,2026-01-09,20:10:00,36,Nagpur,4.3,UPI,Delivered
165,1365,Priyanka Shah,Dominos,Mexican Green Wave,Pizza,1,450.0,450.0,2026-01-10,21:00:00,28,Mumbai,4.7,Card,Delivered
166,1366,Harshal More,Subway,Paneer Tikka Sandwich,Healthy,2,270.0,540.0,2026-01-11,13:30:00,25,Thane,4.6,UPI,Delivered
167,1367,Monika Patil,Burger King,Cheese Burger,Burger,2,205.0,410.0,2026-01-12,15:45:00,28,Mumbai,4.1,Cash,Delivered
168,1368,Deepali Shah,Pizza Hut,Veg Feast Pizza,Pizza,2,380.0,760.0,2026-01-13,18:40:00,35,Pune,4.8,UPI,Delivered
169,1369,Sachin Patil,KFC,Chicken Burger,Burger,2,265.0,530.0,2026-01-14,19:50:00,32,Nashik,4.4,Card,Delivered
170,1370,Bhakti More,McDonalds,French Fries,Snacks,4,100.0,400.0,2026-01-15,17:00:00,20,Nagpur,4.0,Unknown,Delivered
171,1371,Aniket Shah,Dominos,Veg Extravaganza,Pizza,1,500.0,500.0,2026-01-16,20:20:00,29,Thane,4.7,UPI,Delivered
172,1372,Rohini Patil,Subway,Corn Sandwich,Healthy,2,230.0,460.0,2026-01-17,13:10:00,23,Mumbai,4.5,Card,Delivered
173,1373,Gaurav More,Burger King,King Burger,Burger,1,315.0,315.0,2026-01-18,15:15:00,30,Pune,4.3,Cash,Delivered
174,1374,Pallavi Shah,Pizza Hut,Margherita Pizza,Pizza,2,305.0,610.0,2026-01-19,18:30:00,33,Nashik,4.6,UPI,Delivered
175,1375,Yash Patil,KFC,Hot Wings,Fast Food,2,305.0,610.0,2026-01-20,19:45:00,37,Nagpur,4.4,Card,Delivered
176,1376,Reshma More,Dominos,Cheese Burst Pizza,Pizza,1,530.0,530.0,2026-01-21,20:25:00,28,Thane,4.9,UPI,Delivered
177,1377,Ajay Shah,Subway,Veggie Delight,Healthy,2,250.0,500.0,2026-01-22,13:20:00,24,Mumbai,4.3,Cash,Delivered
178,1378,Vaibhavi Patil,Burger King,Veg Whopper,Burger,1,260.0,260.0,2026-01-23,15:50:00,27,Pune,4.2,Card,Delivered
179,1379,Megha More,Pizza Hut,Loaded Veg Pizza,Pizza,2,420.0,840.0,2026-01-24,18:45:00,36,Nashik,4.8,UPI,Delivered
180,1380,Omkar Shah,KFC,Chicken Strips,Fast Food,2,260.0,520.0,2026-01-25,19:35:00,35,Nagpur,4.3,Cash,Delivered
181,1381,Nikita Patil,Dominos,Paneer Makhani Pizza,Pizza,1,435.0,435.0,2026-01-26,20:10:00,29,Thane,4.7,Card,Delivered
182,1382,Rakesh More,McDonalds,McChicken,Burger,2,235.0,470.0,2026-01-27,16:25:00,22,Mumbai,4.5,UPI,Delivered
183,1383,Kajal Shah,Subway,Cheese Sandwich,Healthy,2,255.0,510.0,2026-01-28,13:35:00,24,Pune,4.4,Cash,Delivered
184,1384,Pratik Patil,Pizza Hut,Paneer Pizza,Pizza,1,355.0,355.0,2026-01-29,18:20:00,35,Mumbai,4.6,Card,Delivered
